"HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","WIN"
"SAC",100.7878,65.87878,32.12121,15.66666,5.060606,21.36363,27.87878,11.03030,33.54545,20.03030,6.303030,15.93939,3.666666,21.24242,"ATL",102.0,56.18181,27.93939,25.30303,9.636363,17.21212,22.27272,8.272727,31.75757,24.42424,8.848484,13.60606,5.121212,18.66666,0
"UTA",96.33333,58.45454,28.81818,21.81818,7.363636,16.60606,22.75757,12.33333,32.57575,18.69696,7.060606,13.27272,6.242424,19.51515,"CHA",94.25806,65.48387,30.29032,17.87096,5.677419,16.64516,21.90322,9.838709,33.74193,20.06451,6.354838,11.80645,4.322580,17.90322,1
"WAS",102.2285,65.94285,32.91428,16.85714,6.514285,16.85714,22.11428,10.45714,34.37142,25.34285,8.314285,14.8,5.142857,21.0,"POR",102.9677,58.35483,28.58064,27.58064,10.06451,15.61290,19.25806,10.0,34.00000,21.67741,6.419354,13.38709,4.580645,19.51612,0
"DET",100.2647,60.0,28.11764,25.58823,8.794117,17.64705,24.94117,12.52941,31.67647,22.44117,7.382352,12.05882,4.382352,18.58823,"MEM",97.08571,66.05714,32.22857,15.51428,5.028571,17.54285,23.08571,10.14285,31.08571,22.42857,9.571428,13.48571,3.971428,19.22857,1
"HOU",101.4705,50.26470,24.61764,33.35294,11.47058,17.82352,24.91176,11.97058,32.11764,21.73529,10.38235,15.82352,5.058823,21.23529,"ORL",94.16666,62.86111,30.30555,19.13888,6.722222,13.38888,18.52777,9.166666,31.30555,19.97222,7.777777,14.08333,3.805555,20.91666,1
"LAC",106.0285,55.14285,28.48571,26.88571,10.2,18.45714,26.22857,9.028571,34.45714,26.25714,7.771428,12.48571,5.742857,20.8,"CHA",94.1875,65.46875,30.1875,17.75,5.65625,16.84375,22.125,9.8125,33.75000,20.0625,6.34375,11.84375,4.312500,18.06250,1
"NOP",101.7714,64.42857,31.6,19.25714,7.2,16.97142,22.28571,12.17142,32.71428,23.05714,6.857142,12.91428,7.514285,18.11428,"MIL",96.69444,63.05555,30.63888,18.94444,6.555555,15.75,20.88888,9.250000,31.19444,22.36111,9.722222,15.5,4.583333,22.80555,1
"NYK",91.8125,62.28125,28.78125,20.71875,6.84375,13.71875,18.0,11.18750,29.5,19.90625,7.6875,13.21875,3.875,21.31249,"SAS",97.48484,62.45454,29.54545,21.90909,7.272727,16.57575,20.69696,10.24242,33.27272,22.45454,7.363636,13.03030,5.212121,20.42424,0
"CHI",101.9428,62.65714,29.22857,22.17142,7.857142,19.91428,25.28571,13.17142,33.02857,22.6,5.942857,12.8,6.828571,18.14285,"IND",95.69696,62.33333,28.96969,21.39393,7.0,16.75757,21.30303,10.09090,34.27272,21.48484,6.333333,14.0,4.000000,22.48484,1
"CLE",103.9411,55.23529,28.44117,25.52941,9.735294,17.85294,23.52941,10.79411,32.5,24.26470,7.088235,13.52941,4.411764,17.52941,"BKN",97.0,62.13888,30.58333,19.94444,6.472222,16.41666,21.72222,10.41666,31.44444,20.36111,7.055555,13.97222,4.75,19.61111,1
"DAL",106.7428,58.77142,31.0,25.51428,9.000000,17.74285,23.48571,10.42857,31.17142,22.42857,8.742857,12.8,4.942857,19.51428,"ORL",94.37837,62.75675,30.32432,19.37837,6.783783,13.37837,18.40540,9.216216,31.27027,20.18918,7.891891,14.18918,3.837837,21.0,1
"GSW",113.4545,58.39393,31.45454,27.96969,11.60606,15.72727,20.36363,9.545454,34.33333,29.84848,9.848484,14.18181,6.030303,18.96969,"ATL",101.7941,56.44117,27.79411,25.20588,9.588235,17.44117,22.5,8.470588,31.67647,24.41176,9.0,13.64705,5.088235,18.70588,1
"MIA",96.61764,55.32352,27.94117,20.32352,7.205882,19.11764,25.41176,8.588235,30.08823,19.23529,8.529411,14.05882,4.029411,20.73529,"POR",103.0,58.25,28.65625,27.53125,10.0625,15.5,19.3125,10.09375,33.93750,21.6875,6.3125,13.4375,4.5,19.37500,0
"MIL",98.3125,62.40625,30.15625,18.0,7.125,16.625,21.1875,11.09375,31.81250,24.125,9.062499,16.21874,5.1875,21.125,"SAS",97.97058,62.26470,29.55882,21.85294,7.294117,16.97058,21.20588,10.02941,33.20588,22.58823,7.411764,12.88235,5.235294,20.38235,1
"OKC",105.7878,64.60606,31.90909,22.24242,7.454545,19.60606,24.66666,13.12121,35.63636,21.09090,7.848484,14.51515,6.333333,22.75757,"BOS",100.2727,62.96969,30.51515,24.84848,8.0,15.24242,20.54545,11.21212,32.15151,23.93939,8.666666,14.24242,3.636363,21.15151,1
"PHI",94.6,56.34285,26.17142,25.97142,8.457142,16.88571,24.02857,11.4,32.08571,22.97142,9.714285,16.85714,6.685714,21.82857,"DET",95.29411,62.17647,28.41176,24.5,7.941176,14.64705,20.61764,13.64705,32.73529,19.76470,7.941176,13.70588,4.647058,19.41176,0
"SAC",100.9117,65.76470,32.20588,15.70588,5.000000,21.5,28.0,10.97058,33.58823,19.97058,6.323529,15.76470,3.558823,21.14705,"LAC",106.0294,58.02941,29.94117,26.61764,9.735294,16.94117,23.41176,9.941176,30.91176,22.52941,7.823529,11.11764,4.029411,22.08823,0
"TOR",102.8857,56.11428,28.05714,25.65714,9.257142,19.0,24.14285,10.34285,31.91428,21.77142,7.285714,13.0,4.542857,20.05714,"MIN",98.09090,68.60606,31.63636,15.15151,5.090909,19.54545,25.60606,11.87878,29.51515,22.15151,8.090909,14.93939,3.757575,19.87878,1
"UTA",95.97058,58.5,28.85294,21.82352,7.264705,16.47058,22.79411,12.38235,32.26470,18.76470,7.117647,13.14705,6.205882,19.5,"WAS",94.84848,64.96969,31.78787,16.45454,5.545454,14.63636,20.33333,10.33333,32.84848,22.63636,6.303030,14.12121,4.121212,21.24242,1
"HOU",101.9428,50.34285,24.62857,33.25714,11.48571,18.22857,25.34285,11.91428,32.31428,21.88571,10.31428,15.82857,5.028571,21.17142,"DEN",97.61764,62.73529,29.64705,24.47058,7.5,15.82352,22.14705,11.55882,32.35294,21.20588,7.823529,13.64705,4.823529,23.0,1
"LAL",99.47058,66.67647,31.88235,18.79411,5.852941,18.14705,25.11764,11.17647,33.47058,21.61764,6.970588,12.38235,4.647058,22.14705,"UTA",93.5,57.02941,27.26470,20.29411,7.323529,16.99999,23.41176,11.20588,31.82352,21.38235,7.470588,15.20588,5.852941,18.44117,1
"NYK",91.81818,62.72727,29.0,20.69696,6.757575,13.54545,17.75757,11.21212,29.72727,19.96969,7.727272,13.27272,3.909090,21.21212,"MIN",98.0,68.67647,31.64705,15.05882,5.0,19.70588,25.73529,11.85294,29.58823,21.85294,8.147058,14.97058,3.882352,19.64705,0
"PHX",104.1714,59.4,29.97142,25.74285,9.257142,16.45714,21.6,10.82857,32.28571,20.14285,8.514285,14.88571,4.771428,21.45714,"NOP",96.69696,63.21212,30.24242,19.36363,6.636363,16.30303,21.42424,11.15151,31.63636,20.78787,6.636363,12.54545,4.666666,19.33333,1
"BKN",97.09677,62.61290,30.22580,20.45161,6.709677,16.51612,22.74193,10.19354,32.45161,20.70967,6.967741,13.90322,3.516129,20.22580,"MIL",97.51351,64.40540,30.91891,18.86486,6.594594,15.89189,21.10810,10.02702,31.51351,22.37837,9.756756,15.54054,4.702702,23.02702,0
"CHI",102.1111,62.33333,29.33333,22.33333,7.888888,19.77777,25.05555,13.16666,33.05555,22.86111,5.888888,12.77777,6.833333,18.22222,"TOR",105.7941,61.20588,30.14705,24.94117,8.5,20.0,25.44117,11.35294,29.32352,19.85294,8.058823,11.26470,4.352941,22.20588,0
"CLE",103.6857,55.25714,28.37142,25.54285,9.714285,17.79999,23.45714,10.8,32.54285,24.08571,7.0,13.4,4.457142,17.48571,"IND",95.58823,62.38235,28.94117,21.35294,7.029411,16.61764,21.05882,10.05882,34.23529,21.52941,6.294117,13.82352,4.058823,22.41176,1
"DAL",106.5833,58.63888,30.86111,25.41666,8.972222,17.94444,23.83333,10.38888,31.19444,22.19444,8.666666,12.91666,4.888888,19.77777,"MEM",97.5,65.86111,32.25,15.58333,5.111111,17.66666,23.33333,10.02777,31.11111,22.33333,9.499999,13.52777,3.944444,19.52777,1
"GSW",113.4117,58.70588,31.67647,27.70588,11.41176,15.82352,20.44117,9.617647,34.20588,29.82352,9.823529,14.05882,6.029411,18.97058,"NOP",96.67647,62.97058,30.0,19.44117,6.764705,16.38235,21.44117,11.08823,31.67647,20.82352,6.558823,12.76470,4.617647,19.26470,1
"LAC",106.2222,55.36111,28.61111,26.77777,10.25,18.25,25.97222,9.0,34.55555,26.44444,7.694444,12.52777,5.75,20.80555,"WAS",94.97058,65.02941,31.76470,16.52941,5.558823,14.76470,20.41176,10.26470,32.70588,22.76470,6.294117,13.97058,4.058823,21.08823,1
"MIA",96.94285,55.6,28.17142,20.19999,7.2,19.0,25.22857,8.628571,30.2,19.34285,8.514285,14.11428,4.114285,20.62857,"DEN",97.42857,62.42857,29.65714,24.54285,7.485714,15.65714,22.05714,11.51428,32.14285,21.2,7.914285,13.71428,4.885714,22.91428,0
"OKC",106.2941,64.29411,31.85294,22.47058,7.617647,19.73529,24.70588,13.02941,35.58823,21.23529,7.794117,14.44117,6.323529,22.64705,"ATL",102.1714,56.34285,27.8,25.31428,9.685714,17.51428,22.57142,8.428571,31.54285,24.28571,9.0,13.57142,5.057142,18.62857,1
"ORL",97.82352,63.23529,30.76470,19.64705,7.058823,15.11764,20.79411,10.20588,32.11764,20.88235,7.852941,14.32352,3.705882,21.20588,"POR",103.0303,58.18181,28.72727,27.42424,9.969696,15.66666,19.45454,10.12121,33.90909,21.42424,6.242424,13.42424,4.424242,19.36363,0
"PHI",94.66666,56.38888,26.16666,26.08333,8.527777,16.75,23.77777,11.5,32.13888,22.97222,9.75,16.69444,6.694444,21.77777,"NYK",92.69444,62.69444,28.13888,18.86111,6.944444,15.58333,20.30555,10.33333,29.86111,22.55555,6.5,13.58333,5.138888,22.47222,1
"SAC",100.9142,65.51428,32.08571,15.85714,5.114285,21.4,27.91428,10.97142,33.68571,20.0,6.257142,15.91428,3.542857,21.02857,"CHA",94.09090,65.69696,30.18181,17.75757,5.666666,16.72727,21.93939,9.727272,33.60606,19.93939,6.454545,11.87878,4.272727,18.06060,1
"SAS",106.7647,59.55882,30.88235,23.58823,9.235294,17.29411,23.0,9.558823,34.08823,25.82352,8.352941,13.94117,5.764705,18.38235,"BOS",99.94117,63.11764,30.5,24.70588,7.911764,15.20588,20.52941,11.29411,32.17647,23.79411,8.705882,14.26470,3.588235,21.08823,1
"DET",100.4571,60.11428,28.25714,25.6,8.857142,17.37142,24.51428,12.34285,31.85714,22.6,7.428571,11.82857,4.428571,18.62857,"CHI",99.45714,59.51428,28.0,21.88571,7.828571,19.97142,25.45714,10.54285,35.0,20.48571,6.085714,13.82857,4.971428,18.62857,1
"GSW",113.2,58.74285,31.62857,27.42857,11.31428,16.0,20.6,9.542857,34.08571,29.68571,9.857142,13.94285,5.942857,18.91428,"UTA",93.42857,56.85714,27.11428,20.34285,7.4,16.99999,23.34285,11.11428,31.68571,21.31428,7.4,15.2,5.742857,18.45714,1
"HOU",101.9444,50.41666,24.80555,33.27777,11.44444,18.0,24.97222,11.69444,32.30555,22.05555,10.22222,15.88888,5.027777,21.16666,"PHX",104.4857,61.91428,30.71428,25.65714,8.685714,17.00000,22.02857,11.45714,32.34285,20.74285,8.885714,14.37142,4.771428,22.08571,0
"IND",97.48571,62.51428,29.85714,20.51428,7.142857,16.34285,21.94285,10.51428,34.6,21.28571,5.942857,12.68571,5.0,19.51428,"BKN",97.70270,62.16216,30.83783,19.72972,6.459459,16.64864,21.97297,10.21621,31.45945,20.37837,6.972972,13.81081,4.729729,19.56756,0
"MEM",100.5882,68.97058,32.94117,14.85294,5.352941,18.64705,23.41176,10.85294,33.55882,21.20588,7.970588,12.5,4.647058,18.82352,"POR",102.5294,58.05882,28.67647,27.26470,9.852941,15.61764,19.32352,9.970588,34.05882,21.23529,6.235294,13.52941,4.382352,19.29411,0
"ATL",103.0285,54.31428,27.82857,26.54285,10.31428,16.42857,21.0,8.828571,32.14285,26.57142,8.971428,13.6,4.342857,17.05714,"SAS",98.42857,62.34285,29.82857,21.71428,7.285714,16.91428,21.08571,10.02857,33.19999,22.8,7.428571,12.97142,5.200000,20.2,1
"BOS",101.5142,64.42857,30.91428,24.42857,8.342857,14.65714,19.37142,11.34285,33.34285,24.85714,7.342857,12.62857,3.914285,21.08571,"DET",95.57142,62.2,28.45714,24.54285,7.971428,14.74285,20.88571,13.57142,33.08571,19.88571,7.857142,13.71428,4.8,19.45714,1
"LAC",106.2432,55.70270,28.78378,26.67567,10.16216,18.18918,25.89189,9.189189,34.32432,26.40540,7.756756,12.45945,5.783783,20.70270,"NOP",96.77142,62.68571,29.88571,19.51428,6.914285,16.25714,21.28571,11.02857,31.68571,20.82857,6.571428,12.91428,4.6,19.31428,1
"LAL",99.51428,66.68571,31.94285,18.65714,5.828571,18.14285,25.02857,11.22857,33.62857,21.6,6.885714,12.4,4.771428,22.11428,"PHI",87.17647,56.41176,24.38235,25.02941,7.735294,15.20588,23.67647,11.94117,30.29411,18.29411,9.676470,17.76470,5.411764,20.76470,1
"MIL",98.06060,62.27272,30.30303,17.81818,7.0,16.45454,20.96969,10.93939,31.84848,24.09090,9.090909,16.42424,5.181818,20.90909,"CLE",103.3783,55.24324,27.43243,28.32432,9.945945,18.67567,24.75675,11.35135,30.86486,19.86486,7.810810,13.13513,3.756756,19.43243,0
"MIN",97.48571,70.14285,32.11428,14.31428,4.714285,19.11428,24.88571,12.28571,29.74285,21.85714,8.428571,13.51428,3.971428,18.8,"CHA",94.52941,65.85294,30.44117,17.76470,5.676470,16.61764,21.76470,9.823529,33.47058,19.97058,6.5,11.73529,4.235294,18.0,1
"OKC",105.9142,64.51428,31.91428,22.34285,7.571428,19.37142,24.37142,13.25714,35.42857,21.34285,7.885714,14.51428,6.342857,22.48571,"MIA",92.55882,57.05882,28.26470,20.17647,6.5,16.52941,22.70588,9.117647,29.70588,20.79411,7.705882,13.52941,4.676470,19.00000,1
"ORL",97.88571,63.37142,30.94285,19.57142,6.971428,15.08571,20.68571,10.22857,32.02857,21.02857,7.828571,14.42857,3.714285,21.34285,"DEN",98.02777,62.41666,29.66666,24.63888,7.611111,15.86111,22.27777,11.69444,32.11111,21.44444,8.0,13.69444,4.916666,22.80555,0
"PHX",104.0,59.27777,30.05555,25.61111,9.166666,16.38888,21.63888,10.77777,32.5,20.19444,8.555555,15.0,4.833333,21.5,"DAL",102.6285,60.0,29.34285,26.91428,9.542857,15.31428,20.28571,10.57142,31.71428,22.71428,8.0,11.88571,4.314285,19.82857,1
"SAC",101.1388,65.41666,32.08333,15.88888,5.194444,21.38888,27.77777,10.77777,33.58333,20.11111,6.416666,15.91666,3.5,20.91666,"WAS",94.71428,65.17142,31.77142,16.54285,5.485714,14.71428,20.34285,10.42857,32.57142,22.71428,6.314285,14.02857,4.028571,21.0,1
"TOR",102.9722,56.33333,28.25,25.25,9.111111,19.13888,24.27777,10.27777,32.02777,21.77777,7.194444,13.08333,4.444444,19.88888,"NYK",92.59459,62.75675,28.10810,18.86486,6.972972,15.45945,20.18918,10.37837,29.75675,22.59459,6.567567,13.51351,5.108108,22.48648,1
"BKN",96.90625,62.90625,30.25,20.34375,6.53125,16.8125,22.96875,10.375,32.43749,20.53125,6.96875,13.8125,3.5625,20.0,"BOS",100.2285,63.31428,30.8,24.62857,7.857142,15.05714,20.34285,11.2,32.37142,23.82857,8.657142,14.11428,3.599999,21.08571,0
"CHI",101.9999,62.43243,29.45945,22.16216,7.756756,19.81081,25.16216,12.97297,33.24324,22.81081,5.864864,12.59459,6.837837,18.27027,"CHA",94.28571,65.71428,30.14285,17.82857,5.742857,16.77142,21.94285,9.857142,33.65714,19.71428,6.371428,11.68571,4.342857,18.2,1
"GSW",113.0277,58.83333,31.47222,27.58333,11.36111,16.0,20.61111,9.805555,34.33333,29.5,9.833333,13.86111,5.944444,18.77777,"WAS",94.19444,65.30555,31.55555,16.38888,5.416666,14.83333,20.5,10.27777,32.58333,22.5,6.277777,13.94444,3.972222,20.83333,1
"IND",97.55555,62.61111,29.91666,20.61111,7.166666,16.22222,21.86111,10.66666,34.30555,21.27777,5.972222,12.83333,5.0,19.61111,"HOU",104.8529,50.94117,26.0,33.17647,11.52941,18.26470,24.97058,11.79411,31.29411,22.08823,8.705882,16.20588,4.441176,23.14705,0
"NYK",91.52941,62.58823,28.97058,20.61764,6.676470,13.55882,17.73529,11.11764,29.70588,20.02941,7.617647,13.38235,3.970588,21.11764,"MEM",97.64864,65.89189,32.29729,15.48648,5.162162,17.56756,23.21621,10.0,31.08108,22.32432,9.351351,13.43243,3.891891,19.51351,0
"UTA",96.2,58.51428,28.85714,22.0,7.314285,16.54285,23.02857,12.62857,32.05714,18.82857,7.228571,13.25714,6.342857,19.51428,"MIN",98.22857,68.4,31.45714,15.17142,5.2,19.71428,25.71428,11.82857,29.48571,21.77142,8.2,15.08571,3.885714,19.74285,0
"DAL",106.4324,58.81081,30.97297,25.32432,8.918918,17.72972,23.54054,10.37837,31.40540,22.16216,8.594594,13.0,4.810810,19.75675,"SAS",98.30555,62.19444,29.77777,21.88888,7.305555,16.83333,21.0,10.0,33.22222,22.61111,7.555555,13.05555,5.194444,20.19444,1
"DET",100.6666,60.22222,28.25,25.69444,8.944444,17.33333,24.50000,12.55555,31.58333,22.69444,7.361111,11.69444,4.388888,18.69444,"TOR",105.7428,60.94285,30.08571,24.88571,8.457142,20.2,25.54285,11.37142,29.37142,19.82857,7.885714,11.28571,4.342857,22.14285,0
"MIL",97.79411,62.5,30.35294,17.79411,6.911764,16.35294,20.85294,11.20588,31.88235,24.11764,9.058823,16.52941,5.294117,20.97058,"MIA",92.42857,57.02857,28.17142,20.14285,6.542857,16.45714,22.57142,9.085714,29.6,20.71428,7.8,13.65714,4.657142,19.02857,1
"OKC",106.5,64.52777,32.05555,22.30555,7.666666,19.38888,24.33333,13.25000,35.44444,21.55555,7.861111,14.55555,6.222222,22.41666,"LAL",98.32352,67.55882,30.02941,18.73529,7.117647,16.91176,22.08823,11.94117,31.23529,20.14705,7.794117,12.88235,4.352941,20.55882,1
"POR",102.7714,58.2,27.91428,27.94285,10.22857,16.25714,20.51428,11.48571,36.0,22.6,6.828571,13.28571,4.857142,17.37142,"GSW",106.5714,60.62857,30.25714,26.45714,9.914285,16.31428,21.2,10.68571,34.42857,25.17142,9.028571,14.42857,6.342857,20.65714,0
"SAC",101.2972,65.72972,31.97297,16.0,5.243243,21.62162,28.05405,11.02702,33.48648,20.13513,6.513513,15.75675,3.648648,20.89189,"PHI",87.71428,56.31428,24.45714,25.11428,7.885714,15.14285,23.6,11.8,30.48571,18.28571,9.571428,17.82857,5.571428,21.0,1
"BOS",101.0833,64.02777,30.69444,24.27777,8.25,14.94444,19.86111,11.30555,33.33333,24.61111,7.361111,12.72222,3.916666,21.19444,"MIA",92.44444,56.91666,28.08333,20.25,6.611111,16.44444,22.58333,9.055555,29.61111,20.77777,7.777777,13.72222,4.694444,19.27777,1
"CHA",94.82857,66.65714,29.88571,18.91428,5.828571,17.57142,24.11428,10.14285,34.65714,21.14285,5.4,10.68571,6.657142,18.88571,"BKN",97.52631,62.55263,30.97368,19.57894,6.368421,16.47368,21.68421,10.07894,31.71052,20.57894,6.947368,13.68421,4.815789,19.52631,0
"DEN",102.4444,62.08333,29.30555,24.30555,8.055555,19.66666,26.47222,12.58333,33.11111,21.80555,7.277777,13.86111,4.555555,22.72222,"PHI",88.02777,56.13888,24.36111,25.36111,8.055555,15.13888,23.55555,11.83333,30.63888,18.25,9.694444,17.77777,5.75,21.02777,1
"MEM",100.2571,68.94285,32.94285,14.91428,5.314285,18.42857,23.2,10.8,33.25714,21.11428,8.0,12.37142,4.685714,18.71428,"CLE",103.5789,55.10526,27.47368,28.47368,10.05263,18.47368,24.44736,11.34210,31.05263,20.13157,7.763157,13.26315,3.789473,19.39473,0
"MIN",97.52777,69.74999,31.97222,14.52777,4.75,19.33333,25.02777,12.19444,29.77777,21.63888,8.416666,13.61111,4.0,18.72222,"LAL",98.4,67.51428,30.11428,18.94285,7.085714,16.91428,21.97142,12.0,31.31428,20.17142,7.8,12.97142,4.342857,20.62857,0
"NOP",101.5277,64.30555,31.52777,19.13888,7.138888,17.05555,22.55555,12.16666,32.5,22.97222,6.888888,12.91666,7.555555,18.05555,"HOU",104.5714,51.17142,26.22857,32.85714,11.37142,18.0,24.6,11.8,31.28571,22.28571,8.657142,16.25714,4.428571,23.11428,0
"NYK",91.2,62.48571,28.82857,20.68571,6.628571,13.65714,17.77142,11.00000,29.62857,19.85714,7.628571,13.57142,3.942857,20.94285,"LAC",106.1714,57.8,30.02857,26.65714,9.771428,16.8,23.25714,9.828571,30.97142,22.77142,7.942857,11.22857,4.114285,21.94285,0
"ORL",97.47222,63.33333,30.88888,19.47222,6.861111,15.11111,20.66666,10.22222,32.02777,20.97222,7.805555,14.5,3.694444,21.13888,"ATL",101.9722,56.41666,27.83333,25.47222,9.694444,17.22222,22.22222,8.527777,31.58333,24.19444,9.0,13.55555,5.138888,18.58333,0
"PHX",103.8648,59.35135,30.10810,25.59459,9.081081,16.40540,21.75675,10.86486,32.48648,20.08108,8.594594,15.08108,4.864864,21.43243,"SAC",101.3235,63.17647,29.88235,16.64705,5.735294,24.35294,30.88235,11.08823,33.47058,19.94117,6.735294,16.02941,4.117647,21.0,1
"SAS",107.4285,59.77142,31.08571,23.51428,9.342857,17.22857,22.88571,9.6,34.2,25.88571,8.314285,13.82857,5.714285,18.19999,"OKC",100.2777,63.33333,30.16666,22.61111,7.388888,17.77777,23.97222,12.02777,34.36111,20.11111,6.722222,13.83333,5.361111,21.91666,1
"TOR",102.9729,56.48648,28.29729,25.13513,9.108108,19.05405,24.13513,10.27027,31.83783,21.62162,7.162162,12.91891,4.351351,19.78378,"CHI",99.91666,59.27777,28.13888,21.91666,7.944444,19.80555,25.22222,10.30555,34.83333,20.63888,6.027777,13.66666,5.0,18.55555,1
"UTA",96.0,58.66666,28.91666,21.83333,7.222222,16.50000,23.02777,12.58333,32.05555,18.63888,7.333333,13.13888,6.222222,19.52777,"POR",102.2285,57.94285,28.62857,27.25714,9.771428,15.65714,19.34285,10.0,34.05714,21.17142,6.171428,13.54285,4.4,19.25714,0
"WAS",102.1944,65.80555,32.77777,16.77777,6.472222,17.22222,22.55555,10.33333,34.52777,25.0,8.249999,14.66666,5.111111,21.05555,"IND",95.8,62.28571,28.94285,21.48571,7.085714,16.65714,21.25714,10.02857,34.22857,21.51428,6.314285,13.71428,4.000000,22.42857,1
"MIL",98.17142,62.25714,30.34285,17.82857,6.971428,16.57142,21.22857,11.05714,31.65714,24.17142,9.085714,16.51428,5.228571,21.34285,"IND",96.11111,61.69444,28.58333,21.72222,7.277777,17.11111,21.86111,10.08333,34.08333,21.41666,6.333333,13.86111,4.000000,22.58333,1
"ATL",102.9166,54.30555,27.91666,26.30555,10.19444,16.5,21.08333,8.722222,32.16666,26.69444,9.055555,13.66666,4.333333,16.94444,"MIA",92.27027,56.64864,27.89189,20.64864,6.729729,16.29729,22.37837,9.108108,29.62162,20.75675,7.810810,13.83783,4.729729,19.29729,1
"BKN",97.18181,62.90909,30.27272,20.42424,6.606060,16.81818,22.84848,10.36363,32.54545,20.54545,6.939393,13.84848,3.484848,19.93939,"CLE",103.4358,55.0,27.51282,28.51282,10.0,18.41025,24.33333,11.20512,31.12820,20.05128,7.820512,13.33333,3.794871,19.38461,0
"DEN",102.5675,61.81081,29.21621,24.29729,8.189189,19.56756,26.37837,12.45945,33.10810,21.83783,7.297297,13.94594,4.540540,22.72972,"UTA",93.36111,56.77777,27.11111,20.52777,7.333333,17.13888,23.55555,11.19444,31.58333,21.27777,7.527777,15.13888,5.777777,18.47222,1
"HOU",102.4324,50.10810,24.78378,33.56756,11.67567,17.83783,24.75675,11.72972,32.18918,22.37837,10.21621,15.91891,5.054054,21.29729,"MIN",98.55555,68.22222,31.44444,15.13888,5.222222,20.0,25.94444,11.66666,29.36111,21.88888,8.138888,15.02777,3.805555,19.55555,1
"MEM",99.80555,68.77777,32.83333,14.86111,5.305555,18.22222,22.97222,10.72222,33.22222,21.05555,8.027777,12.55555,4.611111,18.69444,"GSW",106.5833,60.58333,30.05555,26.58333,10.08333,16.22222,21.08333,10.77777,34.27777,25.25,9.194444,14.41666,6.305555,20.55555,0
"NOP",101.5405,64.29729,31.59459,19.16216,7.189189,16.78378,22.27027,12.16216,32.56756,23.02702,6.837837,12.89189,7.594594,17.99999,"SAC",100.9428,63.2,29.82857,16.6,5.771428,23.97142,30.51428,11.05714,33.28571,19.77142,6.685714,15.88571,4.114285,20.8,1
"NYK",91.22222,62.5,28.88888,20.77777,6.638888,13.52777,17.66666,10.94444,29.55555,19.94444,7.666666,13.52777,3.888888,21.22222,"BOS",100.1111,62.91666,30.63888,24.5,7.75,15.58333,20.97222,11.13888,32.44444,23.66666,8.583333,14.16666,3.527777,20.97222,0
"ORL",97.45945,63.43243,31.13513,19.35135,6.756756,14.91891,20.32432,10.16216,32.02702,21.24324,7.675675,14.54054,3.648648,21.21621,"DET",96.0,62.47222,28.63888,24.36111,7.944444,14.88888,21.05555,13.52777,32.97222,19.94444,7.916666,13.47222,4.833333,19.25,1
"PHI",94.75675,56.35135,26.13513,26.21621,8.594594,16.70270,23.86486,11.40540,32.13513,22.81081,9.783783,16.59459,6.540540,21.86486,"LAC",106.5277,57.66666,30.08333,26.72222,9.833333,16.86111,23.47222,9.777777,31.44444,22.91666,7.944444,11.36111,4.055555,22.0,0
"PHX",103.2631,59.55263,30.0,25.44736,9.000000,16.26315,21.5,10.86842,32.60526,19.92105,8.5,15.02631,4.763157,21.36842,"POR",101.8055,58.08333,28.63888,27.22222,9.694444,15.44444,19.30555,10.13888,34.19444,21.0,6.111111,13.52777,4.388888,19.22222,1
"SAS",107.0555,59.72222,31.0,23.58333,9.333333,17.05555,22.63888,9.694444,34.27777,25.94444,8.305555,13.83333,5.666666,18.22222,"DAL",101.8888,60.11111,29.27777,26.66666,9.388888,15.16666,20.13888,10.69444,31.72222,22.5,8.027777,12.05555,4.305555,19.86111,1
"TOR",102.7368,56.5,28.31578,24.94736,9.052631,18.94736,24.05263,10.21052,31.84210,21.71052,7.184210,12.84210,4.342105,19.76315,"LAL",97.97222,67.5,29.97222,18.88888,7.0,17.02777,22.16666,12.11111,31.27777,20.0,7.75,12.94444,4.277777,20.58333,1
"WAS",102.4054,66.40540,32.83783,17.0,6.540540,17.10810,22.54054,10.51351,35.08108,25.0,8.270270,14.70270,5.216216,21.18918,"CHA",94.63888,66.08333,30.08333,18.02777,5.805555,17.05555,22.30555,9.861111,34.13888,19.86111,6.499999,11.66666,4.527777,18.16666,1
"CHI",102.2368,62.55263,29.65789,22.02631,7.710526,19.78947,25.07894,12.94736,33.39473,22.94736,5.921052,12.57894,6.789473,18.21052,"NYK",92.26315,62.73684,28.05263,18.81578,6.894736,15.47368,20.15789,10.34210,29.65789,22.57894,6.578947,13.5,5.157894,22.36842,1
"CHA",95.38888,66.30555,29.88888,19.11111,6.0,17.61111,24.05555,10.05555,34.66666,21.33333,5.361111,10.61111,6.638888,18.80555,"ATL",101.9189,56.40540,27.67567,25.59459,9.837837,17.05405,22.0,8.486486,31.51351,24.40540,8.918918,13.45945,5.108108,18.54054,0
